86,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,82
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
60,29,29,29,29,29,29,33,35,35,35,35,34,29,29,29,29,29,29,54
60,29,29,29,29,29,29,35,35,35,35,35,35,29,29,29,29,29,29,54
60,29,29,29,29,29,29,35,35,35,35,35,35,29,49,57,57,55,29,54
60,29,29,29,29,29,29,35,35,35,35,35,35,29,29,29,29,29,29,54
60,29,49,57,57,55,29,35,35,35,35,35,35,29,29,29,29,29,29,54
60,29,29,29,29,29,29,41,35,35,35,35,42,29,29,29,29,29,29,54
60,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2,54
80,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,79
