71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
67,67,67,67,67,71,71,71,71,71,71,71,71,71,71,71,71,71,71,71
41,53,53,55,54,59,67,67,67,71,71,71,71,71,71,71,71,71,71,71
32,41,53,53,55,53,53,53,53,59,67,71,71,71,71,71,71,71,71,71
32,32,41,53,53,55,53,53,54,53,53,59,67,67,67,71,71,71,71,71
32,32,32,41,53,53,55,53,55,53,53,54,53,53,53,59,67,67,67,67
32,32,32,32,41,53,53,55,54,55,53,55,53,53,54,53,53,53,54,43
32,32,32,32,32,41,53,54,53,53,55,54,55,54,53,53,53,54,43,36
32,32,32,32,32,32,41,55,53,53,54,53,53,55,53,53,54,43,36,36
70,70,70,70,68,32,32,41,55,54,53,53,53,53,55,54,43,36,36,36
71,71,71,71,71,70,70,70,68,53,53,54,55,53,54,43,36,36,36,36
71,71,71,71,71,71,71,71,71,70,70,70,70,70,68,36,36,36,36,36
71,71,71,71,71,71,71,71,71,71,71,71,71,71,71,70,70,70,70,70
