19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
19,0,4,5,5,5,5,5,5,5,5,5,6,0,0,0,0,0,0,19
19,0,12,0,0,4,5,5,5,5,5,6,12,0,0,0,0,0,0,19
19,19,19,1,19,19,0,0,0,0,0,8,9,5,5,6,0,0,0,19
19,0,0,1,0,0,0,0,0,5,5,10,8,5,0,0,0,0,0,19
19,0,0,1,0,0,0,0,0,5,5,9,10,0,0,0,0,0,0,19
19,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,19
19,0,0,1,0,0,0,0,0,0,0,12,12,0,0,0,0,0,0,19
19,0,0,1,0,4,5,5,5,5,5,9,14,0,0,0,0,0,0,19
7,0,0,1,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,19
11,7,0,1,0,12,0,0,0,0,0,12,0,0,0,0,0,0,0,19
11,11,7,1,19,19,19,15,15,15,19,19,19,15,15,15,19,19,19,19
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
