86,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19
60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,12
56,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,19,12,12
17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,53,61,61,61
8,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,50,82,62,62
8,8,17,29,29,29,29,29,29,21,5,6,29,29,29,29,7,50,82,62
61,61,59,29,29,29,29,29,29,7,29,7,29,29,29,29,7,29,54,62
62,62,60,29,29,29,29,29,29,7,51,29,29,29,29,29,7,29,54,62
62,62,60,21,5,6,29,29,29,7,48,21,5,5,5,5,22,29,54,62
62,62,60,29,29,7,29,29,29,7,29,7,29,29,29,29,29,29,54,62
62,62,60,29,29,7,29,29,29,7,51,7,29,29,29,29,29,29,54,62
62,62,80,61,59,7,29,29,29,7,52,7,29,29,29,29,53,61,79,62
62,62,62,62,60,7,29,29,29,7,66,61,61,61,61,61,79,62,62,62
62,62,62,62,80,61,61,61,61,61,79,62,62,62,62,62,62,62,62,62
