67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71
41,53,53,53,53,54,28,55,53,53,54,28,55,53,53,54,28,55,53,63
32,41,53,53,53,53,28,53,53,53,53,28,53,53,53,53,28,53,53,63
32,32,41,54,55,53,28,53,54,55,53,28,53,54,55,53,28,53,54,63
70,70,68,53,53,55,28,54,53,53,55,28,54,53,53,55,28,54,53,63
71,71,69,53,53,54,53,55,53,53,54,53,55,53,53,54,53,55,53,63
71,71,69,27,27,27,27,27,27,27,27,27,27,53,53,27,27,27,27,63
71,67,67,66,66,66,66,66,66,66,66,66,64,53,53,62,70,70,70,71
69,54,54,53,55,53,53,54,53,53,54,28,55,53,54,63,71,71,71,71
69,54,53,53,53,55,54,53,53,53,53,28,58,64,55,59,67,67,67,67
69,53,53,55,53,53,53,53,54,53,55,28,54,53,53,53,53,53,53,43
69,55,53,53,45,29,29,30,53,53,53,53,53,53,54,55,53,53,43,36
69,55,55,53,31,53,53,31,53,53,53,53,53,53,53,53,55,43,36,36
71,70,70,70,70,70,68,24,25,26,24,25,26,24,25,26,24,62,70,70
71,71,71,71,71,71,71,70,70,70,70,70,70,70,70,70,70,71,71,71
