58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,82
17,29,29,29,29,29,29,29,29,29,29,29,4,29,29,29,29,29,29,54
8,17,29,29,29,29,29,29,29,29,29,29,4,29,29,29,29,29,29,54
8,8,17,29,29,29,29,29,29,29,29,29,29,29,29,49,57,57,57,83
61,61,59,29,29,49,57,55,29,29,29,29,29,29,29,29,29,29,29,54
62,62,60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
62,62,60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
62,62,80,61,61,61,61,59,3,3,3,3,53,61,59,29,29,29,29,54
62,62,86,58,58,58,58,70,57,57,57,57,69,58,56,29,29,29,29,54
62,62,60,29,29,29,29,29,29,29,29,29,29,29,29,29,29,53,61,79
58,58,56,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54,62,62
20,29,29,29,29,29,51,29,29,29,29,29,29,29,29,29,29,54,62,62
12,20,29,29,29,29,66,59,29,29,29,29,29,29,29,53,61,79,62,62
12,12,20,29,29,29,54,80,59,29,29,29,29,29,29,54,62,62,62,62
61,61,61,61,61,61,79,62,80,61,61,61,61,61,61,79,62,62,62,62
