71,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71
69,45,29,29,29,29,29,29,30,55,53,53,53,53,53,53,53,54,55,63
69,31,53,53,53,45,29,29,38,29,29,29,29,29,30,55,54,53,54,63
69,31,53,53,53,31,53,60,31,54,53,53,53,53,31,53,55,54,53,63
69,31,53,53,53,31,53,61,31,53,54,55,53,53,31,55,53,55,53,63
69,31,53,53,53,31,53,61,31,53,55,54,53,53,31,54,53,54,53,63
71,66,64,28,62,66,66,65,31,55,53,53,53,53,31,53,54,53,53,63
69,53,53,28,61,53,53,54,31,54,55,54,55,54,31,54,55,54,55,63
69,53,53,28,61,53,53,55,31,53,54,53,55,54,31,55,53,53,54,63
69,53,53,28,61,53,53,53,31,53,55,53,53,53,31,54,53,54,53,63
65,53,53,28,61,53,53,53,31,55,54,53,53,53,31,55,54,53,53,63
44,53,53,28,61,53,60,53,31,53,53,53,53,53,31,53,53,53,53,63
36,44,53,28,57,53,63,68,47,30,53,53,53,53,47,30,53,53,53,63
36,36,44,28,53,53,63,71,68,24,25,26,62,70,68,24,25,26,62,71
70,70,70,70,70,70,71,71,71,70,70,70,71,71,71,70,70,70,71,71
