60,18,28,65,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,82
60,26,29,52,29,29,21,6,29,29,29,29,29,29,29,9,10,10,11,54
60,4,29,52,29,29,7,7,29,29,29,29,29,29,29,29,29,29,4,54
60,29,49,93,57,57,55,7,29,29,29,29,29,29,29,29,29,29,4,50
60,29,4,52,29,29,29,7,29,29,29,49,57,57,57,55,29,29,4,19
60,29,4,52,29,29,29,7,29,29,29,29,29,4,29,29,29,29,19,12
60,29,4,52,29,29,29,7,29,29,29,29,29,4,29,29,29,19,12,12
60,29,4,48,29,29,29,7,29,29,29,29,29,4,29,29,29,53,61,61
60,21,5,5,5,5,5,22,49,57,55,29,29,4,29,29,29,50,82,62
56,29,29,29,29,29,29,29,29,4,29,29,29,29,29,29,29,29,54,62
17,29,29,29,29,29,29,29,29,4,29,29,29,29,29,29,29,29,50,82
8,17,29,29,29,29,29,29,29,4,29,29,29,29,29,29,29,29,29,54
8,8,17,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,54
61,61,61,61,61,59,0,1,2,0,1,2,0,1,2,0,1,2,0,54
62,62,62,62,62,80,61,61,61,61,61,61,61,61,61,61,61,61,61,79
