71,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67
69,55,53,53,54,55,53,53,53,53,53,53,55,53,53,54,53,53,53,43
69,53,55,54,53,53,55,53,53,53,53,53,53,55,54,53,53,53,43,36
69,53,54,55,53,53,54,53,53,53,27,53,53,53,53,53,53,43,36,36
69,54,53,53,55,54,53,53,58,66,66,64,53,53,53,58,66,66,66,70
71,64,28,58,66,64,53,53,53,53,53,53,53,53,53,33,34,34,35,63
69,53,28,53,53,53,53,53,53,53,55,55,55,53,53,28,53,53,28,63
69,53,28,53,53,53,53,53,53,55,58,66,64,54,55,53,53,53,28,63
69,53,28,27,27,53,53,27,53,54,54,54,54,55,54,53,53,53,28,63
65,53,58,66,66,66,66,64,53,53,53,53,53,53,53,53,27,27,28,63
41,53,53,53,53,55,54,55,53,53,53,53,27,53,53,58,66,66,66,71
32,41,53,53,53,54,55,54,53,53,58,66,64,53,53,53,53,55,53,63
32,32,41,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,55,63
70,70,70,70,70,70,68,24,25,26,24,25,26,24,25,26,24,25,26,63
71,71,71,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,70,71
