71,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71
69,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,63
69,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,54,55,63
69,55,54,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,53,63
69,54,55,27,53,53,53,58,64,28,54,55,53,53,53,53,53,53,53,63
69,54,55,60,53,53,53,53,53,28,55,53,55,53,53,54,55,53,53,63
69,55,54,61,27,27,27,53,53,28,53,55,54,53,55,53,53,54,53,63
69,54,55,63,66,66,66,66,66,66,66,64,28,54,53,55,54,53,55,63
69,55,54,61,28,55,53,53,28,53,53,53,28,55,53,54,55,53,54,63
69,54,55,61,28,53,55,53,28,53,53,53,28,53,54,53,53,55,53,63
69,55,54,61,28,55,53,55,28,53,53,53,28,53,53,55,54,53,53,59
69,54,55,61,28,54,53,54,53,53,53,53,53,53,53,53,53,53,53,40
69,55,54,61,28,53,54,53,53,53,53,53,53,53,53,53,53,53,40,32
69,53,43,61,28,54,53,53,53,53,54,55,54,55,54,55,53,40,32,32
69,43,44,63,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70
