71,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71
69,33,34,34,34,34,34,35,53,53,53,53,53,53,53,53,55,55,55,63
69,28,53,54,53,55,53,28,53,53,53,54,55,53,53,53,53,55,55,63
69,28,54,53,53,53,55,28,53,53,53,53,54,53,53,53,53,53,55,63
69,28,53,53,53,53,53,28,53,53,53,58,66,64,53,53,53,53,54,63
69,28,55,53,53,53,54,28,53,53,54,53,28,53,55,53,53,54,53,63
69,28,27,27,27,27,53,28,53,53,55,53,28,53,54,53,54,53,54,63
69,28,62,70,70,68,54,53,55,53,53,55,28,54,53,53,55,53,55,63
69,28,59,67,71,69,53,53,53,53,53,54,53,55,53,53,53,55,53,63
69,28,54,55,63,69,27,53,53,53,53,53,53,53,53,53,53,53,55,63
65,28,55,54,63,71,66,64,53,53,54,55,53,58,64,28,56,53,53,59
44,53,54,55,63,69,53,53,55,54,53,54,55,54,53,28,53,53,53,40
36,44,55,54,63,69,53,53,53,55,54,53,53,53,53,28,53,53,40,32
36,36,44,55,63,69,53,53,53,53,53,53,53,53,53,28,53,40,32,32
70,70,70,70,71,71,70,70,70,70,70,70,70,70,70,70,70,70,70,70
